2889	¡Feliz Navidad!	380469	Buon Natale!
2897	No preguntéis lo que piensan. Preguntad lo que hacen.	4457	Non chiedete cosa pensano. Chiedete cosa fanno.
2898	Lo que cambia el mundo es la comunicación, no la información.	409491	Quello che cambia il mondo è la comunicazione, non l'informazione.
2899	Me gustaría darle un regalo por su cumpleaños.	383740	Vorrei fargli un regalo per il suo compleanno.
2900	¡Me muero de hambre!	4458	Muoio di fame!
2901	¿Tienes amigos en Antigua?	380235	Hai amici a Antigua?
2904	Estoy casada y tengo dos niños.	4459	Sono sposata e ho due bambini.
2905	Él toca el piano muy bien.	378872	Suona il piano molto bene.
2906	Me gustaría estudiar en París.	4461	Vorrei studiare a Parigi.
2907	No sabéis quién soy.	4462	Non sapete chi sono io.
2908	¿Por qué no comes verdura?	4463	Perché non mangi la verdura?
2910	Me desnudo.	4464	Mi spoglio.
2912	¡No quiero pedir tu mano!	384845	Non voglio chiedere la tua mano!
2914	Querer es poder.	4466	Volere è potere.
2915	Quien busca, encuentra.	4467	Chi cerca trova.
2916	Tenemos Papa.	4474	Abbiamo un Papa!
2920	Encuentro las lenguas extranjeras muy interesantes.	4475	Trovo molto interessanti le lingue straniere.
2921	No me gusta aprender los verbos irregulares.	4476	Non mi piace imparare i verbi irregolari.
2922	¡Toma un libro y léelo!	4477	Prendi un libro e leggilo!
2923	¡Afronta la vida con una sonrisa!	4478	Affronta la vita sorridendo!
2923	¡Afronta la vida con una sonrisa!	386190	Affronta la vita col sorriso!
2924	Tú me haces soñar.	4479	Mi fai sognare.
2925	Es la pura verdad.	4485	È la pura verità.
2926	Hace frío.	4486	Fa freddo.
2928	Tienes razón.	4488	Hai ragione.
2929	¡Has hecho esto intencionadamente!	4489	L'hai fatto apposta!
2930	¿No le has dicho nada?	4490	Non gli hai detto nulla?
2931	Eres mi tipo.	4492	Sei il mio tipo.
2932	Eres irresistible.	4493	Sei irresistibile.
2933	¿Me podrías llamar más tarde por favor?	4494	Mi potresti ritelefonare più tardi, per favore?
2934	¿Con quién hablo?	4495	Con chi parlo?
2936	La vida es bella.	4497	La vita è bella!
2938	Adoro la lasaña.	380207	Mi piacciono le lasagne.
2939	Necesito tu ayuda.	350750	Ho bisogno del tuo aiuto.
2940	Estaba releyendo las cartas que me enviaste.	380465	Stavo rileggendo le lettere che mi hai inviato.
2941	No quiero ir a la escuela.	380448	Non voglio andare a scuola.
2943	Es realmente inteligente, ¿verdad?	380632	È davvero intelligente, vero?
2946	Demasiado tarde.	388506	Troppo tardi.
2947	He mirado la tele esta mañana.	383884	Ho guardato la televisione stamattina.
2948	Fuimos a Londres el año pasado.	418435	Siamo andati a Londra l'anno scorso.
2950	Me gusta mucho mi trabajo.	4503	Mi piace molto il mio lavoro.
2951	He soñado contigo.	4504	Ti ho sognato.
2952	Necesito un nuevo ordenador.	388801	Ho bisogno di un nuovo computer.
2952	Necesito un nuevo ordenador.	1869225	Io ho bisogno di un nuovo computer.
2953	¡No voy a perder!	388798	Non perderò!
2954	Las clases empiezan pronto de nuevo.	388800	Le lezioni ricominceranno presto.
2955	Este día sólo fue una pérdida de tiempo y de dinero.	418431	Questa giornata non è stata che una perdita di tempo e di denaro.
2957	Estoy casi listo.	1448780	Sono quasi pronto.
2961	¿De qué estás hablando?	388807	Di cosa parli?
2962	Quiero un caramelo.	4507	Voglio una caramella.
2963	¿Cuándo comemos? ¡Tengo hambre!	388805	Quando si mangia? Ho fame!
2964	Tengo clase mañana.	374478	Ho lezione domani.
2965	"Gracias." "De nada."	382155	"Grazie." "Prego."
2965	"Gracias." "De nada."	382156	"Grazie." "Di niente."
2967	Es rico, ¡no necesita dinero!	384499	È ricco, non ha bisogno di soldi!
2968	Están haciendo demasiado ruido, no puedo concentrarme.	381888	Fanno troppo rumore, non riesco a concentrarmi.
2969	Llevaba un sombrero negro.	380634	Indossava un cappello nero.
2970	La esencia de las matemáticas es la libertad.	4511	L'essenza della matematica è la libertà.
2971	Quiero ser más independiente.	380449	Voglio essere più indipendente.
2972	La matemática no es simplemente la memorización de fórmulas.	385829	La matematica non è solo la memorizzazione di formule.
2973	Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.	382173	Uno, due, tre, quattro, cinque, sei, sette, otto, nove, dieci.
2974	¿Dónde están los servicios?	1170420	Dove sono i bagni?
2975	La esencia de la libertad son las matemáticas.	4513	L'essenza della libertà è la matematica.
2976	¿Cuántas horas de sueño necesitas?	383690	Di quante ore di sonno hai bisogno?
2977	Cada persona es un mundo.	373804	Ogni persona è un mondo.
2993	La libertad no es gratis.	373956	La libertà non è gratuita.
2994	¿Cómo provocar el deseo de una mujer?	388511	Come provocare il desiderio di una donna?
2997	¡Quiero un MP3!	380451	Voglio un lettore MP3!
2998	¿Dónde estás?	376172	Dove sei?
2999	¿Adónde vas?	4515	Dove vai?
3000	El queso es un alimento sólido elaborado a partir de la leche de vaca, cabra, oveja u otros mamíferos.	388512	Il formaggio è un alimento solido fabbricato a partire dal latte di mucca, di capra, di pecora e di altri mammiferi.
3002	Hay muchas cosas que no sabes sobre mi personalidad.	410116	Ci sono molte cose che non sai sulla mia personalità.
3004	Todo el mundo se merece una segunda oportunidad.	401194	Tutti meritano una seconda possibilità.
3005	¿Cuál es la ventaja de esta tecnología?	388826	Qual è il vantaggio di questa tecnologia?
3007	El hombre propone, Dios dispone.	419476	L'uomo propone ma Dio dispone.
3008	Cuando hablas con los demás, lo haces con los brazos cruzados.	388782	Quando parli con gli altri, lo fai con le braccia incrociate.
3009	Completa el siguiente formulario para saber quién pudiste haber sido en tu anterior vida.	388783	Completa il modulo seguente per sapere cosa potresti essere stato nella tua vita precedente.
3010	González regala una bicicleta a todos sus empleados en Europa.	388785	Gonzales regala una bicicletta a tutti i suoi impiegati in Europa.
3015	No hay que preparar un plato diferente para cada persona.	388784	Non bisogna preparare un piatto diverso per ogni persona.
3016	Me han dicho que soy pragmático, y lo soy.	388472	Mi è stato detto che sono pragmatico, e lo sono.
3017	Prefiero buscarle solución a los problemas, no sólo denunciarlos.	388474	Preferisco cercare una soluzione ai problemi, non solo denunciarli.
3018	¿Aún te sigues preguntando cuál es el sentido de la vida?	388776	Continui ancora a chiederti qual è il senso della vita?
3019	¿Cuándo se puede decir que una persona tiene problemas con el alcohol?	388497	Quando si può dire che una persona ha problemi di alcol?
3020	¡Recordad que estamos todos en el mismo barco!	388786	Ricordati che siamo tutti sulla stessa barca.
3022	Verifica que tu usuario y contraseña estén escritos correctamente.	388496	Verifica che il tuo username e la tua password siano scritti correttamente.
3023	En cualquier caso hay que votar sí en el referéndum del 18 de febrero.	388787	In ogni caso bisogna votare sì al referendum del 18 febbraio.
3025	¡No te olvides de nosotros!	382050	Non dimenticarti di noi!
3026	El tiempo ha pasado rapidísimo.	388476	Il tempo è passato molto rapidamente.
3027	¿Cuál es su maleta?	388482	Qual è la vostra valigia?
3028	Tengo tos y un poco de fiebre.	388486	Ho la tosse e un po' di febbre.
3029	Abre el armario de la izquierda, allí están las botellas.	388484	Apri l'armadio di sinistra, le bottiglie sono lì.
3037	¿Tiene experiencia profesional?	388789	Ha un'esperienza professionale?
3039	Me gustaría probarme la falda azul rayada.	388485	Vorrei provare la gonna blu a righe.
3040	¿Cuánto se da de propina en España?	1335437	Quanto si dà di mancia in Spagna?
3041	¿Quién ha pintado este cuadro?	426125	Chi ha dipinto questo quadro?
3042	A esta hora hay un tráfico increíble.	4519	A quest'ora, c'è un traffico incredibile.
3043	Los hombres estamos acostumbrados a esperar a las mujeres.	388494	Noi uomini siamo abituati ad aspettare le donne.
3051	Quiero recuperar mis objetos de valor.	4520	Voglio recuperare i miei oggetti di valore.
3052	Estoy embarazada de cuatro meses.	380165	Sono incinta di quattro mesi.
3056	Necesitamos una ambulancia.	384501	Abbiamo bisogno di un'ambulanza.
3058	Todas las mañanas y todas las noches le doy de comer a mi gato.	388481	Do da mangiare al mio gatto tutte le mattine e tutte le sere.
3060	¿Generalmente quién visita más a sus padres, los hijos o las hijas?	383770	Generalmente chi visita di più i propri genitori, i figli o le figlie?
3061	Todo esfuerzo merece una recompensa.	388770	Ogni sforzo merita una ricompensa.
3067	Necesito tu consejo.	384502	Ho bisogno di un tuo consiglio.
3070	Quien ríe último, ríe mejor.	4539	Ride bene chi ride ultimo.
3071	¿De dónde eres?	4427	Da dove vieni?
3073	Ahí está la madre del cordero.	4548	Qui casca l'asino.
3074	No le conozco.	4549	Non lo conosco.
3075	La palabra es plata y el silencio oro.	4556	La parola è d'argento ma il silenzio è d'oro.
3077	El axioma de Cole: La suma de la inteligencia de la humanidad es constante; la población crece.	4567	Assioma di Cole: La somma dell'intelligenza sulla Terra è costante; la popolazione è in aumento.
3078	Más vale tarde que nunca.	4568	Meglio tardi che mai.
3080	No se puede estar en misa y repicando.	4578	Non si può cantare e portare croce.
3081	De noche todos los gatos son pardos.	4582	Di notte tutti i gatti sono grigi.
3082	Quien fue a Sevilla perdió su silla.	4586	Chi va via perde il posto all'osteria.
3082	Quien fue a Sevilla perdió su silla.	3145998	Chi va a Roma perde la poltrona.
3083	Si no hay noticias, son buenas noticias.	4588	Nessuna nuova, buona nuova.
3084	Lo tienes bien merecido.	4601	Ti sta bene.
3086	Las paredes oyen.	4610	I muri hanno orecchie.
3087	Está usted en su casa.	4611	Faccia come se fosse a casa sua.
3088	Este es el chico en quien pienso.	4629	Ecco il ragazzo a cui penso.
3090	Florencia es la ciudad más bonita de Italia.	4658	Firenze è la città più bella d'Italia.
6144	¿Dónde vives?	391149	Dove abiti?
9468	Quiero ir al extranjero.	380458	Voglio andare all'estero.
9913	Sé pelar una manzana.	426183	So pelare una mela.
10177	En general a los chicos les gustan las chicas de cabello largo.	2769895	Parlando in generale, ai ragazzi piacciono le ragazze con i capelli lunghi.
12864	En mi barrio hay un gran supermercado.	409540	Nel mio quartiere c'è un grande supermercato.
12865	Australia es más pequeña que Sudamérica.	409558	L'Australia è più piccola del Sudamerica.
119806	Es un libro acerca de las estrellas.	386199	Questo è un libro sulle stelle.
119879	En una realidad tridimensional, fuerzas como el electromagnetismo operan sólo tridimensionalmente y se comportan según las leyes tradicionales de la física.	3212045	In una realtà tridimensionale, forze come l'elettromagnetismo operano solo in tre dimensioni e si comportano secondo le leggi tradizionali della fisica.
120055	Mi tía tiene tres hijos.	376541	Mia zia ha tre bambini.
135780	No tenemos clase hoy.	351123	Non abbiamo scuola oggi.
135806	Yamamoto también es uno de mis amigos.	384868	Anche Yamamoto è uno dei miei amici.
135987	"¿Está ella leyendo un libro?" "Sí."	395096	"Sta leggendo un libro?" "Sì."
136209	¡Feliz Año Nuevo!	697545	Felice anno nuovo!
139495	Los españoles tienen dos apellidos.	375317	Gli spagnoli hanno due cognomi.
139497	Rosa Montero es una mujer extraordinaria.	377735	Rosa Montero è una donna straordinaria.
139501	Rubén es padre de tres hijos.	897495	Rubén è il padre di tre bambini.
180469	Una vida sin amor no tiene ningún sentido.	4407	Una vita senza amore non ha assolutamente alcun senso.
180564	Estás a mi lado, ahora todo está bien.	4417	Sei vicino a me, adesso tutto va bene.
180701	Me gusta viajar.	399713	Mi piace viaggiare.
180713	Yo vivo con mis padres.	377197	Vivo con i miei genitori.
181221	No entiendo el alemán.	4470	Non capisco il tedesco.
236588	Soy Paul, tu compañero de habitación.	472745	Sono Paul, il tuo compagno di stanza.
329725	De tal palo, tal astilla.	4570	Tale padre, tale figlio.
329726	El coche se estrelló contra la pared.	4465	L'auto si è schiantata contro il muro.
329727	No es del todo exacto.	4541	Non è del tutto esatto.
329729	¿Dónde están mis gafas?	374617	Dove sono i miei occhiali?
329736	Paco dibuja panoramas de ciudades.	403026	Paco disegna panorami di città.
329737	No se ganó Zamora en una hora.	4468	Roma non fu fatta in un giorno.
329738	Le gusta viajar. A mí me gusta también.	399719	A lui piace viaggiare. Anche a me.
329764	El deporte es bueno para la salud.	383033	Lo sport fa bene alla salute.
329790	No tengo ganas de estudiar.	395861	Non ho voglia di studiare.
329815	Ese plan avanza muy despacio.	409378	Quel progetto sta procedendo lentamente.
329816	No está lejos de París.	390581	Non è lontano da Parigi.
329816	No está lejos de París.	1308429	Non è lontana da Parigi.
329853	Enero es el primer mes del año.	441378	Gennaio è il primo mese dell'anno.
329864	Ayer jugamos al béisbol.	425560	Ieri abbiamo giocato a baseball.
329866	Llevamos tres años estudiando inglés.	603418	Studiamo inglese da tre anni.
329870	Tengo una bicicleta.	1184972	Ho una bicicletta.
329885	No cuelgue y espere un momento, por favor.	948065	Non riagganci e aspetti un momento, per favore.
329896	¿Dónde está corriendo él ahora?	633492	Dove sta correndo ora?
329919	¿Quién es él?	1385355	Chi è lui?
329943	Jugamos según las nuevas reglas.	425561	Abbiamo giocato secondo le nuove regole.
329946	Estaba acostumbrado al calor.	379773	Ero abituato al caldo.
329949	Voy a la escuela porque quiero aprender.	380459	Vado a scuola perché voglio imparare.
329952	Mi bicicleta necesita una reparación.	412371	La mia bici ha bisogno di essere riparata.
329954	En nuestra clase hay 25 chicos y 20 chicas.	861418	Nella nostra classe ci sono 25 ragazzi e 20 ragazze.
329967	No merece la pena reparar ese coche.	378617	Non vale la pena riparare questa macchina.
329973	La pizza es mi comida favorita.	642952	La pizza è il mio cibo preferito.
330000	Corre lo más rápido que puedas.	633493	Corri più veloce che puoi.
330051	Lo vi correr.	611006	L'ho visto correre.
330051	Lo vi correr.	633498	Lo vidi correre.
330054	Pasé muchas horas leyendo libros.	1038813	Ho passato molte ore a leggere libri.
330079	Yo leí 60 páginas, mientras que él apenas leyó 10.	1794684	Io ho letto 60 pagine, mentre lui ne ha lette solo dieci.
330091	Está nevando.	373772	Sta nevicando.
330099	El arroz se vende por kilos.	1122120	Il riso è venduto al chilo.
330099	El arroz se vende por kilos.	1122123	Il riso è venduto al kilo.
330099	El arroz se vende por kilos.	1122124	Il riso è venduto al chilogrammo.
330099	El arroz se vende por kilos.	1122126	Il riso è venduto al kilogrammo.
330100	El Monte Fuji es la montaña más alta de Japón.	1255332	Il Monte Fuji è la montagna più alta del Giappone.
330106	Él se sentó junto a ella.	844005	Lui si sedette vicino a lei.
330114	Bienvenido a Japón.	375251	Benvenuto in Giappone.
330115	Japón es un país insular.	375008	Il Giappone è un paese insulare.
330116	Japón es un país industrial.	381392	Il Giappone è un paese industrializzato.
330126	Él no quería separarse de su familia.	384853	Non voleva separarsi dalla sua famiglia.
330131	Él ha renunciado a viajar al extranjero.	381422	Ha rinunciato a viaggiare all'estero.
330134	Ella reconoció haber cometido un error.	385814	Riconobbe di aver commesso un errore.
330168	¿Dónde compraste esos zapatos?	419159	Dove hai comprato quelle scarpe?
330632	Su mujer es francesa.	409653	Sua moglie è francese.
330638	Ella sabe hablar español.	373886	Lei sa parlare spagnolo.
330654	He perdido la llave.	482562	Ho perso la mia chiave.
330655	Escribí una carta en inglés.	378687	Ho scritto una lettera in inglese.
330665	Hoy me siento bien.	374473	Mi sento bene oggi.
